NUMERACION,FECHA,HORA,DIA,GESTION,MES,PROVINCIA,MUNICIPIO,BARRIO,AVENIDA_O_CALLE,LUGAR_ESPECIFICO_DEL_HECHO,COORDENADAS,TIPO_DE_HECHO,TIPO_DE_AUTOPARTES_O_ACCESORIOS_ROBADOS,TIPO_DEL_VEHICULO,MARCA_DEL_VEHICULO,SEXO_DE_LA_VICTIMA,EDAD_DE_LA_VICTIMA,NACIONALIDAD_DE_LA_VICTIMA,SEXO_DEL_AUTOR_O_SINDICADO,EDAD_DEL_AUTOR_O_SINDICADO,NACIONALIDAD_DEL_AUTOR_O_SINDICADO,SITUACION_JURICA_DEL_AUTOR_ARRESTADO_O_APREHENDIDO,AREA_URBANO_O_RURAL,OBSERVACIONES,LAT,LON,ERROR_GPS
403,2023-03-13,170000,JUEVES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.3005325, -69.0570328",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,67.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.3005325,-69.0570328,
404,2023-03-14,120000,VIERNES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA MANURIPI,ALTURA AVENIDA PRINCIPAL,"-11.6452685, -68.7528394",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.6452685,-68.7528394,
405,2023-03-14,170000,SABADO,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA MANURIPI,ALTURA AVENIDA CHELIO LUNA PIZARRO,"-11.6452685, -68.7528394",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.6452685,-68.7528394,
406,2023-03-16,000000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO BELLA VISTA,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0669037, -68.7883422",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0669037,-68.7883422,
407,2023-03-15,000000,LUNES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE ESPANA,ALTURA AVENIDA PRINCIPAL,"-11.0112676, -68.779462",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0112676,-68.779462,
408,2023-03-16,120000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO BRISAS DEL ACRE,CALLE CIRCUNVALACION,ALTURA COL VACA DIEZ,"-11.0233876, -68.7757399",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0233876,-68.7757399,
409,2023-03-17,110000,MIERCOLES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA CHELIO LUNA PIZARRO,ALTURA AVENIDA PRINCIPAL,"-11.0231676, -68.7639015",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0231676,-68.7639015,
410,2023-03-19,190000,JUEVES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,CALLE ISMAEL MONTES,ALTURA AVENIDA PRINCIPAL,"-11.0231412, -68.7704676",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,TVS,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0231412,-68.7704676,
411,2023-03-19,170000,VIERNES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA PARQUE PINATA,"-11.0302532, -68.7657103",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,53.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302532,-68.7657103,
412,2023-03-21,130000,SABADO,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO BRISAS DEL ACRE,CALLE CHELIO LUNA PIZARRO,ALTURA AVENIDA PRINCIPAL,"-11.0233876, -68.7757399",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0233876,-68.7757399,
413,2023-03-21,190000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA 9 DE FEBRERO,ALTURA AVENIDA PRINCIPAL,"-11.0323112, -68.7738651",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0323112,-68.7738651,
414,2023-03-23,060000,LUNES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0261164, -68.7636496",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,43.0,BOLIVIANO,MASCULINO,17.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0261164,-68.7636496,
415,2023-03-22,220000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA INCOS PANDO,"-11.0199288, -68.769794",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0199288,-68.769794,
416,2023-03-23,210000,MIERCOLES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,ALTURA POSTA,"-11.0212486, -68.7769207",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0212486,-68.7769207,
417,2023-03-24,080000,JUEVES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA SEDES,"-11.0227995, -68.7603336",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0227995,-68.7603336,
418,2023-03-22,040000,VIERNES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,CALLE ANTOFAGASTA,ALTURA AVENIDA PRINCIPAL,"-11.0260344, -68.7607211",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0260344,-68.7607211,
419,2023-03-25,100000,SABADO,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA FUERZA AEREA,"-11.0130383, -68.756023",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0130383,-68.756023,
420,2023-03-26,040000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA MIRANDOR,"-11.0303791, -68.769718",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0303791,-68.769718,
421,2023-03-27,180000,LUNES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,CALLE INNOMINADO,ALTURA HERUES DE LA DISTANCIA,"-11.0303312, -68.785039",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0303312,-68.785039,
422,2023-03-28,220000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE INNOMINADO,ALTURA INCOS PANDO,"-11.3499786, -68.8587548",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.3499786,-68.8587548,
423,2023-03-29,110000,MIERCOLES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA CHELIO LUNA PIZARRO,ALTURA COL ANTONIO VACA DIEZ,"-11.0264118, -68.7773957",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUMO,FEMENINO,44.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0264118,-68.7773957,
424,2023-03-29,100000,JUEVES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA CHELIO LUNA PIZARRO,ALTURA COL ANTONIO VACA DIEZ,"-11.0264118, -68.7773957",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0264118,-68.7773957,
425,2023-03-30,220000,VIERNES,2023,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0229573, -68.7728664",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,PEGASUS,MASCULINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0229573,-68.7728664,
426,2023-03-31,100000,SABADO,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA MIGUEL BECERRA TORRANZO,ALTURA AVENIDA PRINCIPAL,"-11.0130383, -68.756023",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0130383,-68.756023,
427,2023-03-28,180000,MARTES,2023,MAR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE OTTO FELIPE,ALTURA AVENIDA PRINCIPAL,"-11.0130383, -68.756023",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,19.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0130383,-68.756023,
428,2023-03-31,210000,LUNES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO EUREKA,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-10.5999785, -67.2936328",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-10.5999785,-67.2936328,
429,2023-03-31,230000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0212486, -68.7776932",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0212486,-68.7776932,
430,2023-02-04,110000,MIERCOLES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA AVENIDA SEDUCA,"-11.0214087, -68.7677599",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0214087,-68.7677599,
431,2023-03-31,210000,JUEVES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA CAPILLA NUESTRA SENORA DE GUADALUPE,"-11.0233876, -68.7761261",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0233876,-68.7761261,
432,2023-03-31,190000,VIERNES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO CONAVI,AVENIDA INTERNACIONAL,ALTURA ROTONDA EL CRISTO,"-11.0280024, -68.7620397",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,FEMENINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0280024,-68.7620397,
433,2023-03-04,180000,SABADO,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE BRUNO RACUA,ALTURA FRENTE AL PARANINFO UNIVERSITARIO,"-11.0652962, -68.8080131",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0652962,-68.8080131,
434,2023-03-04,210000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0229573, -68.7730596",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0229573,-68.7730596,
435,2023-03-04,220000,LUNES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE HEROINAS,ALTURA AVENIDA PRINCIPAL,"-11.0212486, -68.7776932",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0212486,-68.7776932,
436,2023-04-04,060000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0229573, -68.7730596",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0229573,-68.7730596,
437,2023-05-04,230000,MIERCOLES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO LAS PALMAS,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0269884, -68.7690732",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KKEWAY,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0269884,-68.7690732,
438,2023-09-04,160000,JUEVES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO SENADOR,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0092657, -68.7783988",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092657,-68.7783988,
439,2023-09-04,020000,VIERNES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA DISCOTECA LA CRIPTA,"-11.0092176, -68.7964236",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092176,-68.7964236,
440,2023-09-04,230000,SABADO,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO CONAVI,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0280024, -68.7620397",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,44.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0280024,-68.7620397,
441,2023-10-04,230000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA COLISEO ALFREDO HUARI,"-11.0269806, -68.7686921",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,FEMENINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0269806,-68.7686921,
442,2023-03-31,000000,LUNES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE OTTO FELIPE RAUD,ALTURA MERCADO CENTRAL,"-11.0269541, -68.776417",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,43.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0269541,-68.776417,
443,2023-11-04,130000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,AVENIDA TAJIVOS,ALTURA MERCADO PARAISO,"-11.0229573, -68.7730596",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,BAJAJ,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0229573,-68.7730596,
444,2023-12-04,100000,MIERCOLES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA PARQUE PINATA 2 ARCOIRIS,"-11.0302532, -68.7660965",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302532,-68.7660965,
445,2023-12-04,150000,JUEVES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA COLEGIO VILLA CRUZ,"-11.0226583, -68.7665729",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0226583,-68.7665729,
446,2023-12-04,170000,VIERNES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE 16 DE JULIO,ALTURA AVENIDA PRINCIPAL,"-11.0162332, -68.7589521",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0162332,-68.7589521,
447,2023-04-16,010000,SABADO,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA INTERIO ESTACIONAMIENTO LA CRIPTA,"-11.0420421, -68.7749146",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0420421,-68.7749146,
448,2023-04-16,060000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA DISCOTECA LA CRIPTA,"-11.0420421, -68.7749146",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0420421,-68.7749146,
449,2023-04-16,200000,LUNES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO EUREKA,CARRETERA COBIJA PORVENIR,ALTURA DISCOTECA FAMA,"-11.0491167940014, -68.775738061222",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,RUDO,FEMENINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0491167940014,-68.775738061222,
450,2023-04-21,210000,MARTES,2023,ABR,NICOLAS SUAREZ,COBIJA,LOCALIDAD DE VILLA BUSCH,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0856521, -68.7913598",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,50.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0856521,-68.7913598,
451,2023-04-22,210000,MIERCOLES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0854512, -68.8634629",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0854512,-68.8634629,
452,2023-04-23,230000,JUEVES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PUERTO ALTO,AVENIDA CHELIO LUNA PIZARRO,ALTURA AVENIDA PRINCIPAL,"-11.0231676, -68.7642877",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0231676,-68.7642877,
453,2023-04-29,200000,VIERNES,2023,ABR,NICOLAS SUAREZ,COBIJA,BARRIO SENADOR,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0092657, -68.7783988",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092657,-68.7783988,
454,2023-04-30,210000,SABADO,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CARRETERA COBIJA A PORVENIR,BARRIO ENCANTADO,"-11.0522014083928, -68.777427643455",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0522014083928,-68.777427643455,
455,2023-01-05,220000,MARTES,2023,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0180287055547, -68.7536605839139",TENTATIVA DE ROBO DE AUTOPARTES,SIN DATO,SIN DATO,SIN DATO,MASCULINO,25.0,BOLIVIANO,MASCULINO,36.0,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.0180287055547,-68.7536605839139,
456,2023-01-05,160000,LUNES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CARRETERA COBIJA A PORVENIR,BARRIO ENCANTADO,"-11.0522118112223, -68.7779217039182",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,TONNY,MASCULINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0522118112223,-68.7779217039182,
457,2023-01-05,040000,MARTES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CARRETERA COBIJA A PORVENIR,BARRIO ENCANTADO,"-11.0522118112223, -68.7779217039182",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0522118112223,-68.7779217039182,
458,2023-04-29,070000,MIERCOLES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO TAJIBOS,AVENIDA PANDO,ALTURA AVENIDA PRINCIPAL,"-11.0322954279994, -68.7715798457952",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0322954279994,-68.7715798457952,
459,2023-01-05,010000,JUEVES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0350644101492, -68.7760870640512",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0350644101492,-68.7760870640512,
460,2023-02-05,050000,VIERNES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO ANTOFAGASTA,CALLE INNOMINADO,ALTURA KILOMETRO 4,"-11.0092815205283, -68.7758453629918",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092815205283,-68.7758453629918,
461,2023-04-16,220000,SABADO,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO ANTOFAGASTA,CALLE INNOMINADO,ALTURA KILOMETRO 4,"-11.0092815205283, -68.7758453629918",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092815205283,-68.7758453629918,
462,2023-05-05,170000,MARTES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE FLOR DE TAROPE,ALTURA PREVIO DE DIPROVE,"-11.0241339323849, -68.7768827944789",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0241339323849,-68.7768827944789,
463,2023-07-05,030000,LUNES,2023,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA NATURA VERDE,"-11.0274857432687, -68.7643222746314",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0274857432687,-68.7643222746314,
464,2023-08-05,050000,MARTES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE FLOR DE PATUJU,ALTURA AVENIDA PRINCIPAL,"-11.0234034200098, -68.7735190188114",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0234034200098,-68.7735190188114,
465,2023-08-05,010000,MIERCOLES,2023,MAY,NICOLAS SUAREZ,COBIJA,BARRIO SENADOR,CALLE INNOMINADO,ALTURA AVENIDA PRINCIPAL,"-11.0092408866969, -68.7759645408868",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0092408866969,-68.7759645408868,
